#61554	#112738	['trauma' '#112738' '#112737' 'traumatismo' 'traum\xc3\xa1tico']	4
#74905	#54165	['#113757' '#113754' '#52845' '#40138' '#1191']	0
#69795	#101794	['admirar' '#60830' '#7609' 'devoci\xc3\xb3n' 'hero\xc3\xadsmo']	0
#96198	#28482	['#101621' 'salmonella' 'bacteria' 'antiinflamatorio' 'antioxidante']	0
sympathy	emoción	['condolencia' '#31252' 'simpat\xc3\xada' 'afligido' '#31251']	0
#44461	#3838	['#32198' '#32195' '#30814' '#135719' '#31314']	0
scent	olor	['#22944' '#81694' 'palma' '#56314' '#84197']	0
protectionism	proteccionismo	['#91443' 'proteccionismo' 'proteccionista' '#310980' '#124396']	4
ancient	antiguos	['#73204' 'medieval' '#76031' '#89856' '#74528']	0
ministerial decree	decreto ministerial	['decreto presidencial' 'decreto ley' '#248408' '#202385' '#15730']	0
district	distrito	['distrito' '#43118' '#251' '#206' '#91593']	5
provenance	proveniencia	['#203824' 'proveniencia' 'piedra preciosa' 'blanquear' 'falsificado']	4
#191510	#114851	['#61036' '#34780' 'organizaci\xc3\xb3n religiosa' '#41861' 'iglesia']	0
#65173	#4634	['#241908' '#136148' 'media hora' '#66293' 'espacio de tiempo']	0
#28126	#238451	['deconstrucci\xc3\xb3n' '#238451' '#81648' '#73204' '#49010']	4
#192080	#206367	['#2716' 'devorar' 'colmo' 'locura' '#25996']	0
#38693	#37970	['#37970' '#126331' 'felicitaci\xc3\xb3n' '#18984' '#99383']	5
#30106	#204185	['#36192' 'casamiento' '#220983' 'capitulaci\xc3\xb3n' 'infidelidad']	0
#59285	#204054	['#68780' 'logar\xc3\xadtmico' 'geom\xc3\xa9trico' '#234276'
 'an\xc3\xa1lisis de regresi\xc3\xb3n']	0
get into	entrañar	['#26801' '#121333' '#18096' '#40089' '#11166']	0
#125333	#42739	['#128518' '#123515' 'fan\xc3\xa1tico' '#63616' 'integrista']	0
make the grade	imponer	['principiante' 'gimnasia' '#71231' 'pelota' '#18862']	0
#34695	#22729	['peso' '#56556' '#3336' 'profundidad' 'coeficiente']	0
legal document	documento oficial	['#30523' 'ordenamiento jur\xc3\xaddico' '#43472' '#78715' '#260814']	0
#64978	#114548	['bobina' '#28211' '#15348' '#91660' '#236059']	0
#158098	#247422	['#251048' 'agradecer' '#90303' '#3101' '#90302']	0
venture	aventurar	['#46016' '#46006' '#311126' 'empresario' 'inversor']	0
send up	exhalar	['apagado' '#2087' 'botar' 'balsa' '#6190']	0
nucleic acid	ácido nucleico	['#204552' 'biosensor' '#231726' 'cromatograf\xc3\xada'
 '\xc3\xa1cido nucleico']	1
clean energy	energías limpias	['#251389' 'energ\xc3\xada alternativa' 'sector energ\xc3\xa9tico'
 'energ\xc3\xada hidroel\xc3\xa9ctrica' 'energ\xc3\xadas limpias']	1
photolithography	fotolitografía	['copol\xc3\xadmero' 'termopl\xc3\xa1stico' '#234263' 'elast\xc3\xb3mero'
 'surfactante']	0
clip	clip	['#265' '#28880' 'clip' 'historieta' 'videoclip']	3
road accident	accidente de circulación	['#210749' '#210750' 'accidente de circulaci\xc3\xb3n' 'traumatismo'
 '#210751']	3
#149905	#71430	['mapa' '#71430' 'sistema de informaci\xc3\xb3n geogr\xc3\xa1fica'
 '#232063' 'cartograf\xc3\xada']	4
#197118	#255288	['punto de partida' '#255288' 'trayectoria' 'punto de referencia' '#28291']	4
free market	libre mercado	['libre mercado' 'liberalismo' '#251772' '#67649' '#307857']	5
#43646	#119541	['aliado' '#119541' '#120200' '#63572' 'militante']	4
#61575	#49378	['laceraci\xc3\xb3n' '#310687' '#308081' '#55038' '#72522']	0
laden	oprimido	['#39486' 'escurrir' 'lava' '#138046' '#70006']	0
self-defense	defensa propia	['#12696' 'paramilitar' 'desarmar' '#82567' '#113563']	0
schoolmaster	director de escuela	['maestro de escuela' '#63487' '#315820' '#247192' '#251961']	0
#18603	#79442	['#79442' 'observatorio' 'cartograf\xc3\xada' '#87827' '#235747']	5
#310617	#313550	['templado' '#308848' '#32496' '#6415' 'selva tropical']	0
self-injury	autolesión	['desobediencia' 'vejaci\xc3\xb3n' 'embriaguez' 'psicosis'
 'ensa\xc3\xb1amiento']	0
#24506	#19546	['procedimiento judicial' 'lentitud' '#90842' '#19546' 'fracaso']	2
#200358	#206534	['#8581' '#3099' '#126991' '#127640' '#54247']	0
#283596	#234875	['#234875' '#27900' '#234637' 'deslizamiento' '#136']	5
ethnographic	etnográfico	['#52595' 'etnogr\xc3\xa1fico' 'etnograf\xc3\xada' '#52594' '#216512']	4
film producer	productor de películas	['#251203' 'compositor' '#123' 'm\xc3\xbasico' '#50101']	0
#84184	#219751	['#53818' '#62011' '#104441' 'incomprensible' 'pecar']	0
#4064	#20321	['calibraci\xc3\xb3n' '#20321' 'modelo de datos' '#234554'
 'estandarizaci\xc3\xb3n']	4
delve	excavar	['#91035' 'desentra\xc3\xb1ar' '#62220' 'desdibujado' 'disonancia']	0
#68722	#15077	['#15079' '#11300' 'premisa' '#15107' 'teor\xc3\xada']	0
measured	medido	['#30900' 'bioacumulaci\xc3\xb3n' '#233475' '#220242' '#78581']	0
armrest	brazo	['cuchilla' 'delantero' 'reja' 'pata' 'martillo']	0
#326298	#5782	['ca\xc3\xb1a' '#72249' '#24523' '#22944' '#14305']	0
spaceflight	vuelo espacial	['vuelo espacial' '#11731' 'astronom\xc3\xada' '#207239' '#58722']	5
divestiture	desinversión	['desinversi\xc3\xb3n' 'control de precios' '#40502' '#238086'
 'mercado secundario']	5
amphibian	anfibio	['pisc\xc3\xadvoro' '#94032' '#21523' '#273794' '#87332']	0
bedclothes	ropa de cama	['s\xc3\xa1bana' '#15589' '#43998' '#29067' '#207936']	0
#84071	#62990	['#77753' '#59741' '#18664' '#59740' '#59742']	0
#80998	#246396	['paracaidista' '#15297' 'ej\xc3\xa9rcito del aire' 'artillero'
 'helic\xc3\xb3ptero de combate']	0
#285259	#312985	['#253279' 'geom\xc3\xa9trico' 'significante' '#49010' '#208002']	0
#58239	#201058	['#78348' 'fisi\xc3\xb3n' '#239914' 'neutr\xc3\xb3n'
 'acelerador de part\xc3\xadculas']	0
#308668	#308359	['#308359' 'marino' 'costero' '#34132' 'oc\xc3\xa9ano']	5
sexist	machista	['#103838' 'sexismo' 'estereotipar' '#93625' '#51779']	0
#68831	#32045	['#12662' 'comprobaci\xc3\xb3n' '#26250' 'verificar' '#116606']	0
acrylonitrile	acrilonitrilo	['copol\xc3\xadmero' '#234263' 'termopl\xc3\xa1stico' '#28918' 'cloroformo']	0
#160374	#2878	['#2878' 'transistor' 'adaptador' 'bobina' 'cargador de bater\xc3\xadas']	5
herbivorous	herbívoro	['#21523' 'cangrejo' 'herb\xc3\xadvoro' 'pisc\xc3\xadvoro' '#34194']	3
#89194	#61126	['#61126' 'reverso' 'ininteligible' '#71249' '#311105']	5
planted	radicado	['#18245' '#86332' 'frutal' '#89715' 'barbecho']	0
unilaterally	unilateralmente	['unilateralmente' '#206885' '#26382' '#251654' 'desistir']	5
#85038	#28339	['#28342' '#28339' 'visar' '#67774' '#60158']	4
uncontested	indiscutido	['#205711' '#2778' '#5448' '#136348' 'aserto']	0
#27530	#60939	['asignatura' '#36363' '#208625' '#9415' '#74157']	0
#76340	#54126	['falaz' '#54126' '#20523' 'ama\xc3\xb1ado' '#36946']	4
#98677	#59263	['motor el\xc3\xa9ctrico' '#239014' 'intercambiador de calor' 'colector'
 '#200271']	0
#186952	#239822	['embarque' 'arribo' '#253907' '#45082' '#226378']	0
#29785	#101613	['recitar' '#57624' '#45805' '#88497' 'poeta']	0
have sex	cohabitar	['#3528' 'p\xc3\xbaber' '#43930' '#92895' 'lujuria']	0
theft	substracción	['#6751' 'extorsi\xc3\xb3n' '#52811' 'saqueo' '#33589']	0
bisexual person	bisexual	['#3528' '#273195' 'homosexualidad' 'lesbiana' '#120090']	0
endless	continuado	['#21867' 'fratricida' 'feroz' '#61438' '#22615']	0
reveal	descubrir	['#38254' 'indicio' 'descubrir' '#90069' '#61']	3
seminarian	seminarista	['#28956' 'seminarista' '#110128' 'reverendo' 'te\xc3\xb3logo']	4
#45815	#109772	['#109772' 'hacendado' 'finca' '#126584' 'comunero']	5
#305229	#229348	['#248134' 'acci\xc3\xb3n civil' '#229348'
 'indemnizaci\xc3\xb3n por da\xc3\xb1os y perjuicios' 'acci\xc3\xb3n penal']	3
tanker	nave nodriza	['#120383' 'buque de transporte' '#26498' '#78608' 'cami\xc3\xb3n cisterna']	0
#169696	#42356	['dilatorio' '#42356' 'intransigencia' '#45412' '#64038']	4
#85103	#37509	['par\xc3\xa1metro' '#6042' 'determinante' '#37509' '#34901']	2
#33842	#5908	['hiperinflaci\xc3\xb3n' '#29600' '#246113' 'desmoronamiento' '#235474']	0
irradiation	irradiación	['#222219' 'irradiaci\xc3\xb3n' 'reacci\xc3\xb3n qu\xc3\xadmica'
 'biorreactor' 'radiois\xc3\xb3topo']	4
naturalness	frescura	['#115900' '#115902' '#50691' '#50694' '#21870']	0
#4	#36883	['#24964' 'celda' 'c\xc3\xa9lula' 'temperatura' '#199964']	0
oceanic	oceánico	['#627' '#118053' 'estuario' '#10644' 'cordillera']	0
ostensible	aparente	['obsesi\xc3\xb3n' '#57344' '#36946' '#3806' '#43490']	0
#85407	#220237	['#208351' 'parque nacional' '#249' 'selva tropical' '#50691']	0
#29627	#95029	['editar' '#44482' 'documental' 'editorial' 'compendio']	0
#120867	#247688	['sudeste' '#121868' '#219821' '#73879' '#34696']	0
limelight	destacar	['#25996' 'ocaso' '#1044' '#31833' 'obsesi\xc3\xb3n']	0
#201997	#121953	['lava' '#23224' '#70006' 'escurrir' '#21523']	0
#4744	#7198	['#219065' '#231269' '#93587' '#116703' '#93623']	0
denomination	denominación	['#31372' '#34780' 'profesar' '#31373' '#61036']	0
#192859	#205296	['aplaudir' '#104491' '#1014' 'congratular' '#61821']	0
#305073	#311190	['#311190' '#86376' '#217' 'futbolista' 'medalla de plata']	5
butane	butano	['keroseno' '#1369' 'fuel oil' '#18778' '#275020']	0
shaman	chamán	['#26123' 'cham\xc3\xa1n' '#58871' '#36288' '#108667']	4
#14379	#30383	['#23555' '#82118' 'juego de mesa' '#205008' '#201399']	0
comb	peine	['#25988' 'cuchilla' 'pantalones' '#22944' '#17145']	0
reaction	réplica	['#94574' '#94581' '#111066' 'alarmista' '#111113']	0
#221500	#123585	['#123585' '#123515' 'ultranacionalista' '#121942' 'ultraderecha']	5
circumstantially	en extenso	['miseria' 'remediable' 'desanimado' 'pa\xc3\xads subdesarrollado'
 'significante']	0
hand grenade	granada de mano	['granada de mano' '#66246' 'lanzagranadas' '#122756' '#8458']	5
