#192493	#67054	0
#19600	#93638	5
#133696	#70296	0
#69582	#22779	0
stabilise	estabilizar	4
#145899	#216420	0
always	siempre	5
#21301	#6062	5
meal	comida	5
militarization	militarización	4
lasting	continuo	0
#32072	#106436	5
#204631	#307073	5
manifesto	manifiesto	0
shelf life	fecha de caducidad	0
#90253	#53673	0
out	salir	0
attend	frecuentar	0
#286068	#234973	0
disarray	desorganización	0
additivity	aditividad	0
birthing	parto	0
washer	arandela	0
issue	tema	2
sound system	equipo de sonido	0
#185108	#128702	5
forcible	arrollador	0
dictatorial	imperativo	0
barrier	barrera	4
#194118	#104583	0
wrap up	revolver	0
#66011	#18091	0
imagine	imaginar	5
censoring	censura	0
#31898	#114212	0
#311344	#233014	4
digitization	digitalización	5
thread	hilado	0
#41304	#208225	0
#22437	#208262	0
undesirable	indeseable	5
#77480	#98509	0
#98702	#65590	4
#216294	#310967	5
president	presidenta	1
impossible	imposible	5
#15366	#201994	0
#75001	#28344	0
extrinsic	extrínseco	5
approximately	cosa de	0
fiction	mendacidad	0
immunoassay	inmunoensayo	0
#80390	#599	0
straighten out	reformar	0
farming	cultivo	0
utopian	ideal	0
#169099	#138076	0
#17180	#141	4
#326298	#5782	0
satirical	satírico	5
rifle	fusil	5
#63796	#317489	0
#24983	#77997	0
#71689	#7639	5
#49229	#88349	0
loiter	tunar	0
#70755	#2244	0
neonate	neonato	5
phobia	fobia	5
#36310	#74496	0
#326748	#320342	5
#70248	#93657	0
#68558	#31792	0
#187143	#216736	5
#25076	#221961	0
#195392	#307403	5
railway system	servicio de trenes	0
#45674	#58980	0
#77927	#126736	0
ex-	ex-	0
#22670	#82665	1
#62157	#208681	0
instatement	acondicionamiento	0
#49127	#232291	5
hedonistic	hedónico	0
#220668	#59591	0
#200358	#206534	0
#122996	#220005	5
unsurmountable	infranqueable	0
#97733	#50732	0
legislative power	legislativo	0
#72260	#132486	0
#161909	#35443	0
successive	secuencial	0
#43416	#125293	2
pressure group	grupo de presión	5
#177031	#247484	5
#289491	#248437	0
refreshing	regenerador	0
#84171	#30570	5
popularity	notoriedad	0
steady	amor	0
#75745	#1910	4
#313566	#234114	0
#175896	#44312	2
#31323	#314614	0
atmosphere	atmosfera	0
#520	#31136	0
#62377	#126176	0
#312870	#318223	0
rich	acaudalado	0
#36837	#18110	0
#153808	#221418	0
#45365	#56665	3
dishonourable	deshonroso	5
custodian	guardador	1
sunny	claro	0
pop.	comunero	0
joint	articulación	0
#119397	#71889	0
#190214	#88368	0
pest control	desinfectación	0
chronological	cronológico	4
#316714	#254111	0
#68182	#61574	0
#20010	#104313	0
feudalism	feudalismo	1
wipe out	exterminar	1
#133003	#232683	0
#14696	#203856	0
potassium permanganate	permanganato de potasio	1
#81649	#32773	0
#50679	#3238	5
#34567	#3915	0
#189815	#217068	4
literal translation	traducción literal	0
exponent	potencia	0
extradite	desterrar	0
#83861	#68299	0
globalism	mundialismo	0
#125668	#274309	5
#43321	#125245	2
#63584	#314691	5
lazy	estar de más	0
#116527	#247692	0
blood cell	célula sanguínea	0
paddy field	arrozal	0
#146594	#76672	0
comeback	pintada	0
configuration	configuración	5
lawsuit	contencioso	0
#180199	#49107	0
mustering	recogida	0
sultan	sultán	4
#96842	#58849	0
#47465	#26123	5
contract	abreviado	0
nephrology	nefrología	0
eggplant	berenjena	0
#13977	#79198	0
#181229	#22438	0
#151076	#50779	0
usurious	usurario	0
conflictual	conflictivo	0
juvenile	chico	0
#77060	#138556	0
reconstitution	reconstitución	5
twin	mellizo	3
press room	sala de prensa	4
polo	polo	0
#170398	#16004	0
reexamine	repasar	0
kinematic	cinemático	0
lex talionis	pena del talión	0
cent	cent	0
tropical	tropical	4
#154402	#41655	0
#115783	#102698	0
#37247	#35811	0
#11093	#64680	0
enterpriser	empresario	0
#60697	#98030	5
nihilistic	nihilista	0
#44453	#31961	4
#26360	#17094	0
comfortable	hospitalario	0
#112693	#8385	0
#177590	#127335	0
#73885	#40225	0
#33711	#235336	5
co-ordination	coordinación	0
cadastre	catastro	5
pretence	ficción	0
promising	halagüeño	0
#95302	#216590	5
#47165	#6687	0
#183945	#12953	0
founding partner	cofundador	0
gastronomic	gastronómico	4
coating	cobertura	0
women's liberation	movimiento feminista	0
ironic	humorista	0
#21371	#247668	0
#98607	#42622	5
abscess	absceso	0
#16877	#21282	0
#78247	#38	0
#96944	#82567	5
unity	unidad	0
negative result	efecto negativo	0
#85562	#64205	0
essayist	ensayista	1
#18118	#29631	5
police dog	perro rastreador	0
refusal	negativa	5
crushed	desmenuzado	0
customs union	unión aduanera	5
#3905	#99181	0
enterprise networking	red empresarial	4
#34835	#253858	5
vantage	aventaja	0
#74626	#64470	0
#66037	#63408	0
hunting permit	licencia de caza	4
laissez-faire	laissez passer	0
recital	recital	5
obviously	evidentemente	3
#14836	#235708	0
despoiled	expoliado	0
french writer	escritor francés	0
#727	#58197	0
#32871	#99523	3
purchasing power	poder de compra	0
shape	aspecto	0
#43726	#102825	1
#148031	#112676	0
#42797	#121667	0
console	reconfortar	0
demographic	demográfico	4
#215118	#202601	0
bioenergy	bioenergía	4
hind	posterior	0
#92329	#77239	0
reinstate	reconvertir	0
#77248	#44728	5
#3907	#99180	5
dialectics	dialéctica	0
preexist	preexistir	0
opening hours	horario de servicio	0
square km	kilómetro cuadrado	4
#24540	#37555	0
#34711	#40086	5
#215713	#55715	4
#68456	#138242	0
#60092	#15108	0
rustle	rumor	0
besiegement	asedio	0
#65594	#68601	5
pharmacist	farmacéutico	0
#41322	#203859	4
greeting	salutación	0
garage	garage	1
#1225	#53197	0
breeder	criador	0
#65755	#18270	4
#183867	#79960	4
transhumance	trashumancia	5
martial	bélico	0
home	vivienda	0
#60520	#46388	0
informant	fuentes de información	0
#317528	#309347	4
frus	decepcionado	0
#18377	#55259	0
speed-up	agilización	4
#23692	#60660	0
#178356	#240217	0
cradle	cuna	4
conquering	invasión	0
individualist	individualista	1
#50568	#30043	0
#183646	#232905	0
benefactor	filántropo	5
#60633	#235764	5
#93065	#91837	0
raider	expoliador	0
tomato concentrate	concentrado de tomate	0
#92856	#218320	0
socket	tomacorriente	0
#1059	#110122	0
#124259	#51557	0
#88036	#28704	0
#915	#48452	0
exquisite	exquisito	0
#155891	#130048	0
mine shaft	hornillo	0
#23536	#55579	0
#181548	#96340	4
#31407	#65031	0
prestige	majestad	0
#47579	#245114	0
#47575	#81186	4
ten thousand	miríada	0
intermodal	multimodal	3
preferment	preferencia	0
#18155	#73266	4
u.	cimero	0
#183766	#12704	0
albumin	albúmina	5
#43187	#120088	4
#18093	#50735	5
#77204	#14919	5
senility	tercera edad	0
#88868	#64086	0
tally	recuento	0
#144981	#216411	0
bird of prey	ave rapaz	0
#68706	#136801	0
#174374	#337	0
#65710	#202969	0
wrinkle	higo	0
#199055	#200184	1
monument	monumento	5
#21105	#208868	0
fried	frito	0
#16261	#83861	2
penal	penal	0
#30229	#199222	5
trio	trío	0
clearing house	cámara de compensación	4
happenstance	coincidencia	0
live on	sobrevivir	0
decriminalisation	despenalización	4
chromosome	cromosoma	5
judiciousness	sagacidad	0
#14413	#90841	4
tip	tope	0
#76930	#132656	0
#85775	#217346	0
nice	majo	0
#70487	#2788	5
#14143	#21009	5
#3589	#29332	5
long-lasting	continuo	0
#4386	#13213	0
demystification	desmitificación	0
#98733	#70420	5
narrow down	precisar	0
#15413	#41960	0
#317575	#235579	2
#71946	#39843	0
#90901	#219659	0
#93700	#273601	0
#192942	#206000	0
crease	pliegue	0
bystander	observador	0
#477	#27590	0
behavioral	conductual	5
