#61554	#61554	5
#74905	#74905	0
#85332	#85332	0
generously	generously	0
television viewer	television viewer	5
#43203	#43203	3
#28230	#28230	5
#77911	#77911	5
ambition	ambition	5
interrupt	interrupt	5
#119149	#119149	0
#28389	#28389	0
#38512	#38512	0
#139244	#139244	0
#4009	#4009	0
nitric acid	nitric acid	5
#67745	#67745	0
#172542	#172542	0
#60344	#60344	0
psychiatric hospital	psychiatric hospital	5
pantry	pantry	0
federal territory	federal territory	0
#164956	#164956	0
disinterestedness	disinterestedness	0
whip	whip	0
#65911	#65911	0
#32881	#32881	0
#132689	#132689	0
#31092	#31092	0
copepod	copepod	3
#41499	#41499	5
mercantile	mercantile	5
dictatorial	dictatorial	3
#26387	#26387	0
wanted	wanted	0
calling card	calling card	4
#18588	#18588	5
#41303	#41303	0
#96679	#96679	0
ostrich	ostrich	0
#151546	#151546	4
fallen	fallen	0
#15798	#15798	0
industrial	industrial	0
#69795	#69795	0
#96198	#96198	0
sympathy	sympathy	5
#44461	#44461	0
scent	scent	0
protectionism	protectionism	0
ancient	ancient	5
ministerial decree	ministerial decree	0
district	district	0
provenance	provenance	5
#191510	#191510	0
#65173	#65173	5
#28126	#28126	4
#192080	#192080	0
#38693	#38693	0
#30106	#30106	5
#59285	#59285	0
get into	get into	5
#125333	#125333	5
make the grade	make the grade	0
#34695	#34695	5
legal document	legal document	3
#64978	#64978	0
#158098	#158098	5
venture	venture	5
send up	send up	0
nucleic acid	nucleic acid	0
clean energy	clean energy	2
photolithography	photolithography	0
clip	clip	5
road accident	road accident	5
#149905	#149905	5
#197118	#197118	0
free market	free market	3
#43646	#43646	5
#61575	#61575	1
laden	laden	1
self-defense	self-defense	0
schoolmaster	schoolmaster	5
#18603	#18603	5
#310617	#310617	4
self-injury	self-injury	0
#24506	#24506	0
#200358	#200358	5
#283596	#283596	0
ethnographic	ethnographic	0
film producer	film producer	0
#84184	#84184	0
#4064	#4064	0
delve	delve	0
#68722	#68722	5
measured	measured	0
armrest	armrest	2
#326298	#326298	5
spaceflight	spaceflight	0
divestiture	divestiture	5
amphibian	amphibian	0
bedclothes	bedclothes	0
#84071	#84071	5
#80998	#80998	4
#285259	#285259	0
#58239	#58239	0
#308668	#308668	3
sexist	sexist	4
#68831	#68831	5
acrylonitrile	acrylonitrile	0
#160374	#160374	0
herbivorous	herbivorous	0
#89194	#89194	0
planted	planted	0
unilaterally	unilaterally	0
#85038	#85038	0
uncontested	uncontested	0
#27530	#27530	5
#76340	#76340	0
#98677	#98677	0
#186952	#186952	0
#29785	#29785	0
have sex	have sex	5
theft	theft	5
bisexual person	bisexual person	0
endless	endless	5
reveal	reveal	0
seminarian	seminarian	0
#45815	#45815	5
#305229	#305229	0
tanker	tanker	5
#169696	#169696	0
#85103	#85103	5
#33842	#33842	5
irradiation	irradiation	5
naturalness	naturalness	0
#4	#4	5
oceanic	oceanic	0
ostensible	ostensible	5
#85407	#85407	5
#29627	#29627	2
#120867	#120867	5
limelight	limelight	0
#201997	#201997	0
#4744	#4744	5
denomination	denomination	5
#192859	#192859	0
#305073	#305073	0
butane	butane	4
shaman	shaman	0
#14379	#14379	0
comb	comb	5
reaction	reaction	0
#221500	#221500	0
circumstantially	circumstantially	5
hand grenade	hand grenade	5
#151659	#151659	0
eggplant	eggplant	0
#141372	#141372	0
#13752	#13752	5
#149096	#149096	0
#131626	#131626	0
#226082	#226082	0
psychological science	psychological science	0
water quality	water quality	1
building worker	building worker	0
geological	geological	0
#193805	#193805	0
#85717	#85717	0
burial ground	burial ground	0
reindeer	reindeer	0
income tax	income tax	5
#24745	#24745	0
#82665	#82665	5
concerning	concerning	5
cleave	cleave	0
#39223	#39223	0
merchant vessels	merchant vessels	5
#477	#477	0
captivity	captivity	0
#80800	#80800	0
#11911	#11911	5
#14405	#14405	0
#45265	#45265	0
horseshoe	horseshoe	4
#45916	#45916	0
#91724	#91724	5
#94641	#94641	5
#153074	#153074	0
#124196	#124196	0
#75813	#75813	5
layoff	layoff	0
unearned	unearned	0
bring about	bring about	0
#62945	#62945	5
#62941	#62941	0
rib	rib	0
fame	fame	0
cremation	cremation	5
#83949	#83949	5
#4445	#4445	0
#98012	#98012	0
#30626	#30626	0
#95412	#95412	0
#47010	#47010	0
#84563	#84563	0
#1243	#1243	0
sterilized	sterilized	0
mountain chain	mountain chain	0
reporting	reporting	5
sauna	sauna	5
colouring	colouring	0
#149259	#149259	0
earmark	earmark	0
center	center	5
magnetics	magnetics	0
#135467	#135467	0
#317462	#317462	4
#1019	#1019	0
#68009	#68009	5
#93789	#93789	5
#43807	#43807	4
bananas	bananas	0
#48094	#48094	1
#9658	#9658	0
#200257	#200257	5
#73770	#73770	4
antichristian	antichristian	0
miniscule	miniscule	5
sport facility	sport facility	5
#78666	#78666	0
#178134	#178134	5
ease	ease	0
mobile phone operator	mobile phone operator	0
#215118	#215118	0
shout	shout	0
decompression	decompression	0
exhibition	exhibition	3
#46121	#46121	0
transformation	transformation	4
oral exam	oral exam	0
hunt down	hunt down	0
punctual	punctual	1
archeological	archeological	2
observation post	observation post	0
#67837	#67837	0
five	five	4
#1834	#1834	0
immediately	immediately	3
antiseptic	antiseptic	5
rear	rear	5
#33610	#33610	0
gatehouse	gatehouse	0
supernumerary	supernumerary	0
multicultural	multicultural	5
securities	securities	0
#64336	#64336	0
#30559	#30559	0
adversity	adversity	4
#95911	#95911	0
delegation	delegation	0
#58527	#58527	0
#78201	#78201	5
character reference	character reference	0
computer screen	computer screen	1
tadpole	tadpole	0
outgo	outgo	0
#124497	#124497	0
#18321	#18321	0
intravenous	intravenous	0
run	run	3
#59348	#59348	0
judgement by default	judgement by default	4
#93582	#93582	0
host	host	0
uncivilized	uncivilized	5
television show	television show	0
city hall	city hall	0
#316429	#316429	0
dictated	dictated	0
firing	firing	5
foil	foil	5
#88034	#88034	0
mental deficiency	mental deficiency	0
cooperative society	cooperative society	0
#45424	#45424	0
#85414	#85414	5
sept	sept	0
#190337	#190337	0
deafness	deafness	0
#177650	#177650	5
social service	social service	4
stabilisation	stabilisation	0
#192246	#192246	0
renewal	renewal	0
#116039	#116039	0
preferment	preferment	0
#29033	#29033	0
galvanize	galvanize	0
dynamite	dynamite	4
artificial intelligence	artificial intelligence	0
#174400	#174400	0
#159174	#159174	0
#144597	#144597	0
#27708	#27708	5
#143388	#143388	0
#97755	#97755	5
prawn	prawn	0
#33126	#33126	0
#43163	#43163	5
injection	injection	0
#159672	#159672	0
#182495	#182495	0
#306234	#306234	0
church building	church building	0
#192693	#192693	1
wholesale	wholesale	5
spleen	spleen	0
jackhammer	jackhammer	4
fried	fried	0
propaganda	propaganda	5
#36966	#36966	0
#37509	#37509	0
#186606	#186606	0
#72468	#72468	0
#79160	#79160	5
#85687	#85687	0
#117501	#117501	4
#77497	#77497	5
father-in-law	father-in-law	0
ameliorate	ameliorate	0
#44447	#44447	0
#46535	#46535	5
biochemistry	biochemistry	1
diplomatic note	diplomatic note	0
#45829	#45829	0
#87374	#87374	5
vanquished	vanquished	0
#87377	#87377	0
papers	papers	0
acidification	acidification	5
#39688	#39688	5
#81699	#81699	0
switch off	switch off	5
#85051	#85051	5
genealogical	genealogical	5
#87080	#87080	5
#166725	#166725	0
ghost	ghost	0
#15398	#15398	0
#90901	#90901	0
#32529	#32529	0
exigent	exigent	5
heath	heath	0
#78966	#78966	0
#23705	#23705	0
#950	#950	0
#95409	#95409	0
#147256	#147256	0
