#61554	#61554	5
#74905	#74905	5
#43203	#43203	5
#28230	#28230	5
#77911	#77911	5
ambition	ambition	5
interrupt	interrupt	5
#119149	#119149	3
#28389	#28389	5
#38512	#38512	5
#139244	#139244	5
#4009	#4009	5
nitric acid	nitric acid	5
#67745	#67745	5
#172542	#172542	5
#60344	#60344	5
psychiatric hospital	psychiatric hospital	5
pantry	pantry	5
federal territory	federal territory	5
#164956	#164956	5
disinterestedness	disinterestedness	4
whip	whip	5
#65911	#65911	5
#32881	#32881	5
#132689	#132689	4
#31092	#31092	5
copepod	copepod	4
#41499	#41499	5
mercantile	mercantile	5
dictatorial	dictatorial	5
#26387	#26387	5
wanted	wanted	5
calling card	calling card	5
#18588	#18588	5
#41303	#41303	5
#96679	#96679	4
ostrich	ostrich	5
#151546	#151546	5
fallen	fallen	5
#15798	#15798	5
industrial	industrial	5
#69795	#69795	5
#96198	#96198	5
sympathy	sympathy	5
#44461	#44461	5
scent	scent	5
protectionism	protectionism	5
ancient	ancient	5
ministerial decree	ministerial decree	5
district	district	5
provenance	provenance	5
#191510	#191510	5
#65173	#65173	5
#28126	#28126	5
#192080	#192080	4
#38693	#38693	4
#30106	#30106	5
#59285	#59285	5
get into	get into	5
#125333	#125333	5
make the grade	make the grade	5
#34695	#34695	5
legal document	legal document	5
#64978	#64978	5
#158098	#158098	5
venture	venture	5
send up	send up	5
nucleic acid	nucleic acid	5
clean energy	clean energy	5
photolithography	photolithography	5
clip	clip	5
road accident	road accident	5
#149905	#149905	5
#197118	#197118	5
free market	free market	4
#43646	#43646	5
#61575	#61575	5
laden	laden	5
self-defense	self-defense	5
schoolmaster	schoolmaster	5
#18603	#18603	5
#310617	#310617	5
self-injury	self-injury	5
#24506	#24506	5
#200358	#200358	5
#283596	#283596	4
ethnographic	ethnographic	5
film producer	film producer	5
#84184	#84184	5
#4064	#4064	5
delve	delve	5
#68722	#68722	5
measured	measured	5
armrest	armrest	5
#326298	#326298	5
spaceflight	spaceflight	5
divestiture	divestiture	5
amphibian	amphibian	5
bedclothes	bedclothes	5
#84071	#84071	5
#80998	#80998	4
#285259	#285259	5
#58239	#58239	5
#308668	#308668	5
sexist	sexist	5
#68831	#68831	5
acrylonitrile	acrylonitrile	5
#160374	#160374	5
herbivorous	herbivorous	5
#89194	#89194	5
planted	planted	5
unilaterally	unilaterally	5
#85038	#85038	5
uncontested	uncontested	5
#27530	#27530	5
#76340	#76340	5
#98677	#98677	4
#186952	#186952	5
#29785	#29785	5
have sex	have sex	5
theft	theft	5
bisexual person	bisexual person	5
endless	endless	5
reveal	reveal	5
seminarian	seminarian	5
#45815	#45815	5
#305229	#305229	5
tanker	tanker	5
#169696	#169696	4
#85103	#85103	5
#33842	#33842	5
irradiation	irradiation	5
naturalness	naturalness	5
#4	#4	5
oceanic	oceanic	5
ostensible	ostensible	5
#85407	#85407	5
#29627	#29627	5
#120867	#120867	5
limelight	limelight	5
#201997	#201997	5
#4744	#4744	5
denomination	denomination	4
#192859	#192859	5
#305073	#305073	5
butane	butane	5
shaman	shaman	5
#14379	#14379	5
comb	comb	5
reaction	reaction	5
#221500	#221500	5
circumstantially	circumstantially	5
hand grenade	hand grenade	5
#151659	#151659	5
eggplant	eggplant	5
#141372	#141372	4
#13752	#13752	5
#149096	#149096	5
#131626	#131626	5
#226082	#226082	5
psychological science	psychological science	5
water quality	water quality	4
building worker	building worker	5
geological	geological	5
#193805	#193805	5
#85717	#85717	4
burial ground	burial ground	5
reindeer	reindeer	5
income tax	income tax	5
#24745	#24745	5
#82665	#82665	5
concerning	concerning	5
cleave	cleave	5
#39223	#39223	5
merchant vessels	merchant vessels	5
#477	#477	5
captivity	captivity	5
#80800	#80800	5
#11911	#11911	5
#14405	#14405	5
#45265	#45265	4
horseshoe	horseshoe	5
#45916	#45916	5
#91724	#91724	5
#94641	#94641	5
#153074	#153074	5
#124196	#124196	5
#75813	#75813	5
layoff	layoff	5
unearned	unearned	5
bring about	bring about	5
#62945	#62945	5
#62941	#62941	5
rib	rib	5
fame	fame	5
cremation	cremation	5
#83949	#83949	5
#4445	#4445	5
#98012	#98012	5
#30626	#30626	5
#95412	#95412	5
#47010	#47010	5
#84563	#84563	5
#1243	#1243	5
sterilized	sterilized	5
mountain chain	mountain chain	5
reporting	reporting	5
sauna	sauna	3
colouring	colouring	5
#149259	#149259	5
earmark	earmark	5
center	center	5
magnetics	magnetics	5
#135467	#135467	5
#317462	#317462	5
#1019	#1019	5
#68009	#68009	5
#93789	#93789	5
#43807	#43807	5
bananas	bananas	5
#48094	#48094	5
#9658	#9658	5
#200257	#200257	5
#73770	#73770	5
antichristian	antichristian	5
miniscule	miniscule	5
sport facility	sport facility	4
#78666	#78666	5
#178134	#178134	5
ease	ease	5
mobile phone operator	mobile phone operator	5
#215118	#215118	4
shout	shout	5
decompression	decompression	5
exhibition	exhibition	5
#46121	#46121	5
transformation	transformation	5
oral exam	oral exam	5
hunt down	hunt down	5
punctual	punctual	4
archeological	archeological	5
observation post	observation post	4
#67837	#67837	5
five	five	5
#1834	#1834	5
immediately	immediately	5
antiseptic	antiseptic	5
rear	rear	5
#33610	#33610	5
gatehouse	gatehouse	5
supernumerary	supernumerary	5
multicultural	multicultural	5
securities	securities	5
#64336	#64336	5
#30559	#30559	5
adversity	adversity	5
#95911	#95911	5
delegation	delegation	5
#58527	#58527	5
#78201	#78201	5
character reference	character reference	5
computer screen	computer screen	5
tadpole	tadpole	5
outgo	outgo	5
#124497	#124497	5
#18321	#18321	5
intravenous	intravenous	5
run	run	5
#59348	#59348	5
judgement by default	judgement by default	5
#93582	#93582	5
host	host	5
uncivilized	uncivilized	5
television show	television show	5
city hall	city hall	5
#316429	#316429	5
dictated	dictated	5
firing	firing	5
foil	foil	5
#88034	#88034	5
mental deficiency	mental deficiency	5
cooperative society	cooperative society	5
#45424	#45424	5
#85414	#85414	5
sept	sept	5
#190337	#190337	5
deafness	deafness	4
#177650	#177650	5
social service	social service	4
stabilisation	stabilisation	5
#192246	#192246	5
renewal	renewal	5
#116039	#116039	5
preferment	preferment	5
#29033	#29033	5
galvanize	galvanize	5
dynamite	dynamite	5
artificial intelligence	artificial intelligence	5
#174400	#174400	5
#159174	#159174	5
#144597	#144597	5
#27708	#27708	5
#143388	#143388	4
#97755	#97755	5
prawn	prawn	5
#33126	#33126	5
#43163	#43163	5
injection	injection	5
#159672	#159672	5
#182495	#182495	5
#306234	#306234	5
church building	church building	5
#192693	#192693	5
wholesale	wholesale	5
spleen	spleen	5
jackhammer	jackhammer	5
fried	fried	5
propaganda	propaganda	5
#36966	#36966	4
#37509	#37509	5
#186606	#186606	5
#72468	#72468	5
#79160	#79160	5
#85687	#85687	5
#117501	#117501	5
#77497	#77497	5
father-in-law	father-in-law	5
ameliorate	ameliorate	5
#44447	#44447	5
#46535	#46535	5
biochemistry	biochemistry	5
diplomatic note	diplomatic note	5
#45829	#45829	5
#87374	#87374	5
vanquished	vanquished	5
#87377	#87377	5
papers	papers	5
acidification	acidification	4
#39688	#39688	5
#81699	#81699	5
switch off	switch off	5
#85051	#85051	5
genealogical	genealogical	5
#87080	#87080	4
#166725	#166725	5
ghost	ghost	5
#15398	#15398	5
#90901	#90901	4
#32529	#32529	5
exigent	exigent	5
heath	heath	5
#78966	#78966	5
#23705	#23705	5
#950	#950	5
#95409	#95409	5
#147256	#147256	5
