#61554	#61554	['#61554' 'anxiety' 'trauma' 'depression' 'symptom']	5
#74905	#74905	['#74905' '#140829' 'go to sleep' '#68019' '#76232']	5
#83362	#83362	['#83362' 'dark' 'episode' '#60264' 'depressing']	5
conformity	conformity	['conformity' '#77667' 'dignity' 'cop' '#47087']	5
dressmaker	dressmaker	['seamstress' 'gari' 'dressmaker' 'apiculture' 'home appliance']	3
vermiculite	vermiculite	['vermiculite' 'calcium carbonate' '#132413' 'enzymatic' 'gari']	5
indulgence	indulgence	['indulgence' 'word of farewell' 'crave' '#89471' '#68118']	5
peaceful coexistence	peaceful coexistence	['#321577' 'peaceful coexistence' '#60341' 'coexistence' 'aspire']	4
#46699	#46699	['#46699' 'politician' 'decision maker' '#156344' '#149129']	5
#46436	#46436	['orphan' '#46436' '#108912' '#69387' 'scholarship']	4
multi-user	multi-user	['multi-user' '#39421' 'weather station' '#317969' '#122240']	5
#94305	#94305	['#94305' 'soporific' '#87794' '#10527' 'vivisection']	5
definite time	definite time	['definite time' 'biogenetic' 'pollinate' '#94846' 'nuts']	5
news agency	news agency	['news agency' '#38524' '#294428' 'wire service' '#199840']	5
winter	winter	['#65755' 'winter' '#65753' 'season' '#98573']	4
#30507	#30507	['greeting' '#30507' 'cordial' '#115179' 'cordial reception']	4
scarring	scarring	['scarring' '#61866' 'forceps' '#26324' '#26496']	5
international community	international community	['international community' '#139532' '#62438' 'reform' 'justice']	5
dismissed	dismissed	['dismissed' 'err' 'cigarette lighter' '#68648' 'vote of no confidence']	5
#81992	#81992	['#81992' 'grade' '#58248' 'consequent' 'constant']	5
#95546	#95546	['#95546' '#28891' '#70933' '#73286' 'political party']	5
full board	full board	['full board' '#68354' '#1750' 'diaper' '#20334']	5
#178808	#178808	['#178808' '#61246' '#29254' '#57743' 'unarguable']	5
sprinkle	sprinkle	['sprinkle' 'macronutrient' 'high-energy' 'forceps' '#22055']	5
ladder	ladder	['ladder' '#17606' 'quartile' '#74651' 'climb up']	5
philosophy	philosophy	['philosophy' '#60341' '#24643' 'standpoint' '#99719']	5
freedom of assembly	freedom of assembly	['#199529' '#25036' 'freedom of assembly' 'freedom of speech'
 'right to strike']	3
#37102	#37102	['#37102' '#36004' 'powdered milk' 'gari' '#36056']	5
#73905	#73905	['#73905' 'afflict' 'ravage' '#67701' 'post-war']	5
federal state	federal state	['federal state' 'autonomous region' '#39153' '#326920' 'hydrological']	5
ethnic	ethnic	['ethnic' 'religious' '#32792' '#44301' '#84189']	5
#81290	#81290	['relational' '#81290' '#179267' '#192236' '#86025']	4
pro se	pro se	['pro se' '#46582' '#127153' '#145713' '#41316']	5
supersonic	supersonic	['supersonic' 'unsteady' 'scent' '#142533' 'witch hunt']	5
#124749	#124749	['#124749' 'first-born' '#81842' 'primogeniture' '#69649']	5
toughening	toughening	['toughening' 'scandalous' 'police state' '#4255' '#26909']	5
manganese	manganese	['manganese' 'nickel' '#62993' '#142483' '#63845']	5
question mark	question mark	['question mark' 'sceptic' '#139153' 'cheer' 'rudder']	5
#31121	#31121	['#31121' 'written agreement' '#176351' 'later on' 'contract of employment']	5
#157436	#157436	['#157436' 'subsidiarity' '#28886' 'free enterprise' 'polluter']	5
astronomical	astronomical	['astronomical' '#96306' 'astronomy' '#179356' 'wavelength']	5
ensnare	ensnare	['ensnare' '#76197' 'downhill' 'swindle' '#72508']	5
#37652	#37652	['#37652' 'lineage' 'patrilineal' 'agnate' 'stepmother']	5
#119246	#119246	['kimberlite' 'brown coal' '#116122' '#62555' '#64402']	0
#98747	#98747	['#98747' 'metallurgical' 'milling' 'smelt' 'automotive']	5
#323809	#323809	['#323809' '#91282' '#23712' '#189876' 'implied']	5
lf	lf	['lf' 'fusible' '#89802' 'confidence interval' '#212371']	5
#23676	#23676	['#23676' 'heady' '#73203' 'rapacious' 'voraciousness']	5
destroyer	destroyer	['destroyer' '#44707' 'air-to-air missile' 'landing gear' 'immiscible']	5
personal	personal	['personal' 'explain' '#28189' '#70292' '#88860']	5
#17219	#17219	['#17219' '#85516' 'hydroxide' 'ocean bottom' 'calcium carbonate']	5
poetic	poetic	['poetic' 'spiritual being' '#97384' 'abhorrence' '#88605']	5
writing	writing	['writing' '#27528' '#73491' '#29417' 'bilingual']	5
#87648	#87648	['#87648' '#7' 'nostalgia' 'obstinate' 'dinosaur']	5
dedicate	dedicate	['dedicate' 'milestone' '#85452' 'literature' 'redouble']	5
mod.	mod.	['mod.' 'perch' 'outgassing' 'cauliflower' '#87164']	5
#43209	#43209	['#43209' '#32022' '#43405' '#287680' 'labor force participation rate']	5
#85332	#85332	['symbiotic' '#85332' 'jellyfish' '#96993' 'life form']	4
generously	generously	['generously' '#192693' '#38432' 'disburse' '#87511']	5
television viewer	television viewer	['#199840' 'television viewer' 'rebroadcast' 'listener' '#142287']	4
#43203	#43203	['#43203' '#98021' '#43212' '#98662' '#3140']	5
#28230	#28230	['#28230' 'mathematics' '#156109' '#3601' 'second language']	5
#77911	#77911	['#77911' '#140617' 'extrapolate' 'hypothesis' '#86059']	5
ambition	ambition	['ambition' '#34416' '#23439' '#29850' 'aggressive']	5
interrupt	interrupt	['interrupt' 'interruption' '#77204' 'aggressive' '#126093']	5
#119149	#119149	['#64319' '#63937' 'ketone' '#145574' '#62778']	0
#28389	#28389	['#28389' '#27256' 'antiparasitic' 'biopsy' '#2804']	5
#38512	#38512	['#38512' '#38497' 'intelligence' 'intelligence agency' 'gendarmerie']	5
#139244	#139244	['#139244' 'hug' '#94831' 'beguile' 'production company']	5
#4009	#4009	['#4009' '#186770' '#67340' '#70844' 'machine-gun fire']	5
nitric acid	nitric acid	['sodium hydroxide' '#98778' '#63087' 'sodium carbonate' 'nitric acid']	1
#67745	#67745	['#67745' 'disintegrate' 'brown coal' '#67490' '#72903']	5
#172542	#172542	['#172542' '#150998' 'burn out' 'unavowed' '#70705']	5
#60344	#60344	['#60344' '#91054' 'presence' '#97660' 'strength']	5
psychiatric hospital	psychiatric hospital	['psychiatric hospital' 'psychiatric' '#45651' 'hospitalization' '#2742']	5
pantry	pantry	['pantry' 'nutritive' '#18838' 'pharmaceutics' '#34879']	5
federal territory	federal territory	['federal territory' '#326942' '#37083' '#59375' 'beast of burden']	5
#164956	#164956	['#164956' 'biomaterial' 'pharmaceutics' 'basic research'
 'food irradiation']	5
disinterestedness	disinterestedness	['#28836' 'gravitation' 'disinterestedness' '#38647' '#221259']	3
whip	whip	['whip' '#22307' '#72205' 'whipping' '#72152']	5
#65911	#65911	['#65911' 'lag' '#65458' '#67078' 'mature']	5
#32881	#32881	['#32881' 'pronunciation' 'place name' 'appellative' '#29371']	5
#132689	#132689	['kimberlite' '#132689' 'oil extraction' '#311429' 'milling']	4
#31092	#31092	['#31092' 'cross-reference' '#212371' 'confidence interval'
 'dependent variable']	5
copepod	copepod	['#8887' '#36209' 'copepod' 'fishmeal' 'microsome']	3
#41499	#41499	['#41499' 'lake' 'birth rate' '#4374' 'reservoir']	5
mercantile	mercantile	['mercantile' '#36304' 'merry-go-round' 'gari' '#150998']	5
dictatorial	dictatorial	['autocratic' 'dictatorial' 'despotic' '#84723' '#173795']	4
#26387	#26387	['#26387' 'body mass' '#64574' 'sweetened' 'fluorosis']	5
wanted	wanted	['wanted' '#95583' 'abductor' 'permissiveness' '#47792']	5
calling card	calling card	['calling card' 'pulsar' '#152415' 'cybernetics' '#30524']	5
#18588	#18588	['#18588' 'nylon' '#41259' 'flocculation' 'cracked']	5
#41303	#41303	['#41303' '#98941' '#64733' 'titanium dioxide' '#172278']	5
#96679	#96679	['cryogenic' '#96679' '#41259' 'hydride' 'wind tunnel']	4
ostrich	ostrich	['ostrich' '#6298' 'unrefined' 'fowl' '#35343']	5
#151546	#151546	['#151546' 'chlorophyll' '#89283' 'phytoplankton' 'mineralogy']	5
fallen	fallen	['fallen' '#81841' 'commiserate' 'thankful' 'forefather']	5
#15798	#15798	['#15798' '#41259' 'gari' 'brown coal' 'flocculation']	5
industrial	industrial	['industrial' '#37496' '#3760' 'commodity' 'decline']	5
#69795	#69795	['#69795' '#23424' 'valour' '#143061' 'undying']	5
#96198	#96198	['#96198' 'anticancer' 'fluorosis' '#5601' '#97515']	5
sympathy	sympathy	['sympathy' '#34772' 'condolence' '#60238' 'friendship']	5
#44461	#44461	['#44461' 'e-mail' '#29110' 'encouragement' '#2433']	5
scent	scent	['scent' '#27164' 'leftovers' '#67490' '#49311']	5
protectionism	protectionism	['protectionism' '#46846' 'protectionist' '#202996' 'speculation']	5
ancient	ancient	['ancient' '#92275' '#91088' '#192343' '#67817']	5
ministerial decree	ministerial decree	['ministerial decree' 'principal axis' '#30257' 'pathogenic' 'irradiation']	5
district	district	['district' '#87491' 'agriculture' 'stipulate' 'train']	5
provenance	provenance	['provenance' '#37675' '#86114' 'socio-economic class' '#59291']	5
#191510	#191510	['#191510' '#46130' 'home economics' '#191511' 'ecumenical']	5
#65173	#65173	['#65173' '#33646' 'summer' 'measurable' 'in time']	5
#28126	#28126	['#28126' 'deconstruction' '#28923' '#33845' '#32448']	5
#192080	#192080	['more than enough' '#192080' '#33617' '#73203' 'skeptic']	4
#38693	#38693	['delegation' '#38693' 'part' '#30612' 'mr.']	4
#30106	#30106	['#30106' 'consummation' 'decree nisi' 'canon law' 'sodium carbonate']	5
#59285	#59285	['#59285' '#28328' 'square root' '#92225' 'weighting']	5
get into	get into	['get into' 'downhill' '#84823' 'leftovers' '#66025']	5
#125333	#125333	['#125333' '#69649' '#150998' '#31287' 'gospel']	5
make the grade	make the grade	['make the grade' '#219514' '#141292' 'scent' 'red meat']	5
#34695	#34695	['#34695' '#115610' 'weight' '#58482' '#130523']	5
legal document	legal document	['legal document' 'gramophone' '#97222' 'arithmetic' '#62189']	5
#64978	#64978	['#64978' 'toner' '#65125' 'writing paper' 'copier']	5
#158098	#158098	['#158098' '#77336' 'date' '#190733' '#91105']	5
venture	venture	['venture' 'entrepreneurial' 'attractive' '#137108' 'low-cost']	5
send up	send up	['send up' '#80682' 'radial' '#14033' 'fuselage']	5
nucleic acid	nucleic acid	['nucleic acid' '#64485' 'peptide' 'proteomics' '#27255']	5
clean energy	clean energy	['clean energy' '#288939' '#312453' 'energy conservation' 'green energy']	5
photolithography	photolithography	['photolithography' '#10527' '#10116' '#138834' 'chromium plating']	5
clip	clip	['clip' 'news article' '#30414' 'transfer rate' '#30455']	5
road accident	road accident	['road accident' '#199826' '#132449' '#186589' 'condensed milk']	5
#149905	#149905	['#149905' '#18058' 'mapping' 'accuracy' '#23293']	5
#197118	#197118	['#197118' 'point of departure' '#4241' 'de-orbit' '#71689']	5
free market	free market	['#125760' 'free market' 'free enterprise' '#196954' 'centralism']	4
#43646	#43646	['#43646' 'sovereign state' 'friendship' 'ally' 'reward']	5
#61575	#61575	['#61575' '#22850' 'bandage' 'lesion' 'perforate']	5
laden	laden	['laden' '#61246' '#64263' '#58351' '#67490']	5
self-defense	self-defense	['self-defense' 'unavowed' 'pretended' 'law of war' 'military man']	5
schoolmaster	schoolmaster	['schoolmaster' 'priesthood' '#87607' 'croupier' '#76463']	5
#18603	#18603	['#18603' 'observatory' '#26953' '#98608' '#142718']	5
#310617	#310617	['#310617' 'savannah' '#41856' 'steppe' '#36074']	5
self-injury	self-injury	['self-injury' '#27427' '#84797' 'mental state' 'injudicious']	5
#24506	#24506	['#24506' 'slowness' 'tedious' '#94942' '#93643']	5
#200358	#200358	['#200358' '#142718' 'shortly' '#4291' 'autumn']	5
#283596	#283596	['tropical cyclone' '#283596' 'flash flood' '#49101' '#81339']	4
ethnographic	ethnographic	['#98629' 'ethnographic' '#2135' '#91102' '#32609']	4
film producer	film producer	['film producer' 'film production' 'film industry' 'dramatic art' '#2101']	5
#84184	#84184	['#84184' 'sketchy' '#95172' 'fickle' '#82801']	5
#4064	#4064	['#4064' 'standardization' 'calibration' 'quality assurance'
 'data management']	5
delve	delve	['delve' 'economic theory' 'indulgence' 'elucidation' '#166401']	5
#68722	#68722	['#68722' 'base' 'basis' '#30612' 'necessary']	5
measured	measured	['measured' '#24344' '#89763' '#175817' 'confidence limit']	5
armrest	armrest	['armrest' '#13052' 'radial' '#41259' 'tray']	5
#326298	#326298	['#326298' 'gari' 'cotton plantation' 'vanilla' 'beef cattle']	5
spaceflight	spaceflight	['spaceflight' 'radiation belt' 'aurora' 'solar physics' '#48682']	5
divestiture	divestiture	['#30617' 'oligopoly' 'divestiture' 'price control' '#275012']	3
amphibian	amphibian	['amphibian' '#78247' 'mollusc' '#281437' 'carnivorous']	5
bedclothes	bedclothes	['bedclothes' 'diaper' 'buckle' '#34879' '#17734']	5
#84071	#84071	['#84071' 'nonetheless' '#76550' '#84253' '#84718']	5
#80998	#80998	['air force' '#80998' 'artillery' 'military aircraft' '#97928']	4
#285259	#285259	['#285259' 'gravitation' 'postulate' 'axiological' 'steady state']	5
#58239	#58239	['#58239' '#58238' '#83317' 'flocculation' 'brown coal']	5
#308668	#308668	['#308668' 'pollution' '#97556' 'marine' '#118526']	5
sexist	sexist	['sexist' '#82935' 'stereotyped' '#283909' 'sexualization']	5
#68831	#68831	['#68831' '#23293' 'accuracy' 'verify' 'validate']	5
acrylonitrile	acrylonitrile	['acrylonitrile' 'nitric acid' 'sodium hydroxide' '#62798' 'gari']	5
#160374	#160374	['#160374' 'adaptor' 'adapter' 'shaver' '#41259']	5
herbivorous	herbivorous	['herbivorous' '#83091' '#83089' '#11445' 'carnivorous']	5
#89194	#89194	['#89194' 'illegible' '#116931' '#91479' 'bill of lading']	5
planted	planted	['planted' 'naturalness' 'timberland' '#11312' '#170952']	5
unilaterally	unilaterally	['unilaterally' '#194396' '#326872' '#149978' 'frame']	5
#85038	#85038	['#85038' '#92875' 'utilisation' 'reiterative' 'optimise']	5
uncontested	uncontested	['uncontested' 'undisputed' 'determinative' 'supposition' 'make over']	5
#27530	#27530	['#27530' '#28586' '#86025' 'conscientiousness' '#178671']	5
#76340	#76340	['#76340' 'misinform' 'mysterious' 'obsess' 'imperialistic']	5
#98677	#98677	['hydraulic' 'magneto' '#18934' '#98677' 'storage battery']	2
#186952	#186952	['#186952' 'date of arrival' 'centile' 'date of birth' '#43882']	5
#29785	#29785	['cleave' 'immortal' '#69649' '#148225' '#29785']	1
have sex	have sex	['have sex' '#71155' '#202328' '#88023' 'sexual activity']	5
theft	theft	['theft' '#3162' 'robbery' 'kidnapping' 'homicide']	5
bisexual person	bisexual person	['bisexual person' '#45497' 'virility' 'homo' 'inferiority complex']	5
endless	endless	['endless' 'incessant' '#89396' 'interminable' '#92050']	5
reveal	reveal	['reveal' '#144360' '#90792' '#69941' 'contrary']	5
seminarian	seminarian	['seminarian' '#47253' 'sermon' '#2101' '#177237']	5
#45815	#45815	['#45815' 'landowner' '#46554' 'land reform' '#47413']	5
#305229	#305229	['civil lawsuit' '#305229' '#30617' 'election fraud' 'price control']	4
tanker	tanker	['tanker' '#327028' 'fuel oil' '#136666' '#18634']	5
#169696	#169696	['delaying' '#169696' 'inflexibility' '#3081' '#92050']	4
#85103	#85103	['#85103' 'determining' '#30058' 'deciding' '#122420']	5
#33842	#33842	['#33842' 'tightening' '#277152' 'equity market' 'inflationary']	5
irradiation	irradiation	['irradiation' '#133262' '#65935' '#41259' 'signaling']	5
naturalness	naturalness	['naturalness' 'gravitation' '#158427' '#115217' 'production function']	5
#4	#4	['#4' 'cell' '#14395' '#14393' '#72924']	5
oceanic	oceanic	['oceanic' 'oscillation' '#89051' '#48959' '#28567']	5
ostensible	ostensible	['ostensible' '#29308' '#70682' 'fictive' '#91910']	5
#85407	#85407	['#85407' 'national park' 'natural resource' '#95087' 'inhabit']	5
#29627	#29627	['#29627' '#3648' 'synthesis' '#27708' '#98165']	5
#120867	#120867	['#120867' '#149978' 'south-east' '#305113' 'raw material']	5
limelight	limelight	['limelight' '#99696' '#28886' 'perversely' '#23676']	5
#201997	#201997	['#201997' 'energy unit' 'trophic' 'degrader' 'damping']	5
#4744	#4744	['#4744' 'combat' '#27277' 'disability' '#4418']	5
denomination	denomination	['denomination' '#37783' '#122674' '#97748' 'religious association']	5
#192859	#192859	['#192859' 'in conclusion' '#200523' 'frank' 'ought']	5
#305073	#305073	['#305073' 'playwright' '#44316' '#98787' 'stock market index']	5
butane	butane	['butane' '#63145' '#17551' 'kitchen utensil' '#63171']	5
shaman	shaman	['shaman' '#47465' 'ostrich' '#27164' 'yoga']	5
#14379	#14379	['#14379' '#16442' 'video recorder' '#19718' 'tray']	5
comb	comb	['comb' '#17734' '#85961' 'blouse' 'rope']	5
reaction	reaction	['reaction' 'quick' '#37937' 'dispatch' 'trigger']	5
#221500	#221500	['#221500' '#284448' 'ultranationalist' '#162243' 'death squad']	5
circumstantially	circumstantially	['circumstantially' 'stochastic' '#91242' 'favored' '#201675']	5
hand grenade	hand grenade	['hand grenade' '#16893' 'grenade launcher' '#16744' '#16215']	5
#151659	#151659	['#151659' 'gravitation' 'civilize' 'rationality' 'spiritual being']	5
eggplant	eggplant	['eggplant' 'cabbage' '#56448' 'beet' '#35741']	5
#141372	#141372	['#141372' 'cutting fluid' 'phosphoric acid' '#62798' '#64825']	5
#13752	#13752	['#13752' 'boomerang' 'gravitation' 'magnificence' '#82908']	5
#149096	#149096	['#149096' '#32748' '#126873' '#28991' 'demonization']	5
#131626	#131626	['#131626' 'kana' '#6860' 'paw' 'kelvin']	5
#226082	#226082	['#226082' 'polluter' 'carbon tax' 'effectivity' '#222927']	5
psychological science	psychological science	['psychological science' 'medical science' 'radiography' '#115217' '#28442']	5
water quality	water quality	['water quality' '#307060' 'basin' 'river basin' '#143523']	5
building worker	building worker	['building worker' 'gari' 'beef cattle' '#124196' 'fitter']	5
geological	geological	['geological' '#97659' 'geophysical' 'sulphide' '#64933']	5
#193805	#193805	['#193805' 'primitive' 'hushed' 'perversely' '#92004']	5
#85717	#85717	['drinkable' '#85717' '#63930' '#37152' 'ground water']	4
burial ground	burial ground	['burial ground' '#38013' '#137702' 'mysterious' 'divine']	5
reindeer	reindeer	['reindeer' '#11394' 'husbandry' 'cattle' 'breeding']	5
income tax	income tax	['income tax' '#57374' '#37410' 'value-added tax' 'levy']	5
#24745	#24745	['#24745' 'overabundance' 'primitive' "earth's crust" 'gari']	5
#82665	#82665	['#82665' '#70933' 'worldwide' '#4988' 'non-proliferation']	5
concerning	concerning	['concerning' 'importance' 'subject' '#216081' 'discussion']	5
cleave	cleave	['cleave' '#37159' 'flowering' 'leftovers' '#94831']	5
#39223	#39223	['#39223' 'emirate' '#47655' '#36311' 'gemstone']	5
merchant vessels	merchant vessels	['merchant vessels' '#20370' 'inflatable' 'sail' '#53693']	5
#477	#477	['#477' 'forceps' '#26515' '#19842' '#66182']	5
captivity	captivity	['captivity' '#88697' '#87206' 'infiltrator' 'mutilated']	5
#80800	#80800	['#80800' 'swan' '#138834' '#62798' '#63087']	5
#11911	#11911	['#11911' 'ling' '#11312' 'tusk' 'grenadier']	5
#14405	#14405	['#14405' 'methodology' 'centre' 'better' 'statistical']	5
#45265	#45265	['geologist' 'geological survey' 'agronomist' '#131046' '#46368']	0
horseshoe	horseshoe	['horseshoe' '#17172' '#94702' 'radial' 'tray']	5
#45916	#45916	['#45916' 'sub' 'valuable' '#128' '#82005']	5
#91724	#91724	['#91724' 'foreseeable' 'likelihood' '#79283' '#30058']	5
#94641	#94641	['#94641' 'susceptible' 'uncommon' 'unhygienic' '#84515']	5
#153074	#153074	['#153074' 'parson' 'dichloromethane' 'minimax' '#33977']	5
#124196	#124196	['#124196' 'family business' 'working person' 'consumer cooperative'
 'seamstress']	5
#75813	#75813	['#75813' 'promise' 'happen' 'nevertheless' '#70983']	5
layoff	layoff	['layoff' '#870' '#58263' 'hike' '#304855']	5
unearned	unearned	['unearned' '#162654' '#27164' '#222927' 'biogenetic']	5
bring about	bring about	['bring about' 'intensification' 'worsen' '#73261' 'endure']	5
#62945	#62945	['#62945' 'carbon' 'yield' '#309097' '#22797']	5
#62941	#62941	['#62941' 'bromine' 'vanadium' '#49113' '#186586']	5
rib	rib	['collarbone' '#26515' '#26535' '#66514' '#145187']	0
fame	fame	['fame' 'capitalistic' 'ostrich' 'transcendence' 'insatiable']	5
cremation	cremation	['cremation' 'fetus' '#61645' '#61390' '#26496']	5
#83949	#83949	['#83949' '#91342' 'dissuasive' 'proportionate' '#27741']	5
#4445	#4445	['#4445' 'allocation' '#24946' 'approval' '#58905']	5
#98012	#98012	['#98012' '#79323' '#159421' 'salve' '#37876']	5
#30626	#30626	['#30626' 'embargo' 'unilateral' 'stop' '#79214']	5
#95412	#95412	['recyclable' 'reusable' '#95412' 'automotive' '#20958']	3
